2836,SAO GABRIEL DA CACHOEIRA,AM
2755,SAO PAULO DE OLIVENCA,AM
98450,SAO SEBASTIAO DO UATUMA,AM
2771,SILVES,AM
98477,TABATINGA,AM
2798,TAPAUA,AM
2810,TEFE,AM
98515,TONANTINS,AM
98493,UARINI,AM
2852,URUCARA,AM
2879,URUCURITUBA,AM
6017,AMAPA,AP
6033,CALCOENE,AP
6068,CUTIAS,AP
6114,FERREIRA GOMES,AP
6041,ITAUBAL,AP
6130,LARANJAL DO JARI,AP
6050,MACAPA,AP
6076,MAZAGAO,AP
6092,OIAPOQUE,AP
6084,PEDRA BRANCA DO AMAPARI,AP
6025,PORTO GRANDE,AP
6009,PRACUUBA,AP
6157,SANTANA,AP
6106,SERRA DO NAVIO,AP
6173,TARTARUGALZINHO,AP
6122,VITORIA DO JARI,AP
33014,ABAIRA,BA
33030,ABARE,BA
33057,ACAJUTIBA,BA
33065,ADUSTINA,BA
33073,AGUA FRIA,BA
33111,AIQUARA,BA
33138,ALAGOINHAS,BA
33154,ALCOBACA,BA
33170,ALMADINA,BA
33197,AMARGOSA,BA
33219,AMELIA RODRIGUES,BA
30716,AMERICA DOURADA,BA
33235,ANAGE,BA
33251,ANDARAI,BA
33260,ANDORINHA,BA
33278,ANGICAL,BA
33294,ANGUERA,BA
33316,ANTAS,BA
33332,ANTONIO CARDOSO,BA
33359,ANTONIO GONCALVES,BA
33375,APORA,BA
33405,APUAREMA,BA
33383,ARACAS,BA
33391,ARACATU,BA
33413,ARACI,BA
33430,ARAMARI,BA
30732,ARATACA,BA
33456,ARATUIPE,BA
33472,AURELINO LEAL,BA
33499,BAIANOPOLIS,BA
33510,BAIXA GRANDE,BA
33529,BANZAE,BA
33537,BARRA,BA
33553,BARRA DA ESTIVA,BA
33570,BARRA DO CHOCA,BA
33596,BARRA DO MENDES,BA
33618,BARRA DO ROCHA,BA
33634,BARREIRAS,BA
30759,BARRO ALTO,BA
33650,BARRO PRETO,BA
30775,BARROCAS,BA
33677,BELMONTE,BA
33693,BELO CAMPO,BA
33715,BIRITINGA,BA
33731,BOA NOVA,BA
33758,BOA VISTA DO TUPIM,BA
33774,BOM JESUS DA LAPA,BA
33782,BOM JESUS DA SERRA,BA
33790,BONINAL,BA
33804,BONITO,BA
33812,BOQUIRA,BA
33839,BOTUPORA,BA
33855,BREJÕES,BA
33871,BREJOLANDIA,BA
33898,BROTAS DE MACAUBAS,BA
33910,BRUMADO,BA
33936,BUERAREMA,BA
30791,BURITIRAMA,BA
33952,CAATIBA,BA
33960,CABACEIRAS DO PARAGUACU,BA
33979,CACHOEIRA,BA
33995,CACULE,BA
34010,CAEM,BA
34029,CAETANOS,BA
34037,CAETITE,BA
34053,CAFARNAUM,BA
34070,CAIRU,BA
34096,CALDEIRAO GRANDE,BA
34118,CAMACA,BA
34134,CAMACARI,BA
34150,CAMAMU,BA
34177,CAMPO ALEGRE DE LOURDES,BA
34193,CAMPO FORMOSO,BA
34215,CANAPOLIS,BA
34231,CANARANA,BA
34258,CANAVIEIRAS,BA
34274,CANDEAL,BA
34290,CANDEIAS,BA
34312,CANDIBA,BA
34339,CANDIDO SALES,BA
34355,CANSANCAO,BA
30856,CANUDOS,BA
30813,CAPELA DO ALTO ALEGRE,BA
30830,CAPIM GROSSO,BA
34363,CARAIBAS,BA
34371,CARAVELAS,BA
34398,CARDEAL DA SILVA,BA
34410,CARINHANHA,BA
34436,CASA NOVA,BA
34452,CASTRO ALVES,BA
34479,CATOLANDIA,BA
34495,CATU,BA
34509,CATURAMA,BA
34517,CENTRAL,BA
34533,CHORROCHO,BA
34550,CICERO DANTAS,BA
34576,CIPO,BA
34592,COARACI,BA
34614,COCOS,BA
34630,CONCEICAO DA FEIRA,BA
34657,CONCEICAO DO ALMEIDA,BA
34673,CONCEICAO DO COITE,BA
34690,CONCEICAO DO JACUIPE,BA
34711,CONDE,BA
34738,CONDEUBA,BA
34754,CONTENDAS DO SINCORA,BA
34770,CORACAO DE MARIA,BA
34797,CORDEIROS,BA
34819,CORIBE,BA
34835,CORONEL JOAO SA,BA
34851,CORRENTINA,BA
34878,COTEGIPE,BA
34894,CRAVOLANDIA,BA
34916,CRISOPOLIS,BA
34932,CRISTOPOLIS,BA
34959,CRUZ DAS ALMAS,BA
34975,CURACA,BA
34991,DARIO MEIRA,BA
30872,DIAS D'AVILA,BA
35017,DOM BASILIO,BA
35033,DOM MACEDO COSTA,BA
35050,ELISIO MEDRADO,BA
35076,ENCRUZILHADA,BA
35092,ENTRE RIOS,BA
33090,ERICO CARDOSO,BA
35114,ESPLANADA,BA
35130,EUCLIDES DA CUNHA,BA
30058,EUNAPOLIS,BA
30899,FATIMA,BA
35149,FEIRA DA MATA,BA
35157,FEIRA DE SANTANA,BA
30910,FILADELFIA,BA
35173,FIRMINO ALVES,BA
35190,FLORESTA AZUL,BA
35211,FORMOSA DO RIO PRETO,BA
35238,GANDU,BA
30937,GAVIAO,BA
35254,GENTIO DO OURO,BA
35270,GLORIA,BA
35297,GONGOGI,BA
35319,GOVERNADOR MANGABEIRA,BA
30953,GUAJERU,BA
35335,GUANAMBI,BA
35351,GUARATINGA,BA
30970,HELIOPOLIS,BA
35378,IACU,BA
35394,IBIASSUCE,BA
35416,IBICARAI,BA
35432,IBICOARA,BA
35459,IBICUI,BA
35475,IBIPEBA,BA
35513,IBIPITANGA,BA
35530,IBIQUERA,BA
35556,IBIRAPITANGA,BA
35572,IBIRAPUA,BA
35599,IBIRATAIA,BA
35610,IBITIARA,BA
35637,IBITITA,BA
35653,IBOTIRAMA,BA
35670,ICHU,BA
35696,IGAPORA,BA
35700,IGRAPIUNA,BA
35718,IGUAI,BA
35734,ILHEUS,BA
35750,INHAMBUPE,BA
35777,IPECAETA,BA
35793,IPIAU,BA
35815,IPIRA,BA
35831,IPUPIARA,BA
35858,IRAJUBA,BA
35874,IRAMAIA,BA
35890,IRAQUARA,BA
35912,IRARA,BA
35939,IRECE,BA
35947,ITABELA,BA
35955,ITABERABA,BA
35971,ITABUNA,BA
35998,ITACARE,BA
36013,ITAETE,BA
36030,ITAGI,BA
36056,ITAGIBA,BA
36072,ITAGIMIRIM,BA
36080,ITAGUACU DA BAHIA,BA
36099,ITAJU DO COLONIA,BA
36110,ITAJUIPE,BA
36137,ITAMARAJU,BA
36153,ITAMARI,BA
36170,ITAMBE,BA
36196,ITANAGRA,BA
36218,ITANHEM,BA
36234,ITAPARICA,BA
36250,ITAPE,BA
36277,ITAPEBI,BA
36293,ITAPETINGA,BA
36315,ITAPICURU,BA
36331,ITAPITANGA,BA
36358,ITAQUARA,BA
36374,ITARANTIM,BA
36382,ITATIM,BA
36390,ITIRUCU,BA
36412,ITIUBA,BA
36439,ITORORO,BA
36455,ITUACU,BA
36471,ITUBERA,BA
30660,IUIU,BA
30678,JABORANDI,BA
36498,JACARACI,BA
36510,JACOBINA,BA
36536,JAGUAQUARA,BA
36552,JAGUARARI,BA
36579,JAGUARIPE,BA
36595,JANDAIRA,BA
36617,JEQUIE,BA
36633,JEREMOABO,BA
36650,JIQUIRICA,BA
36676,JITAUNA,BA
30996,JOAO DOURADO,BA
36692,JUAZEIRO,BA
36706,JUCURUCU,BA
36714,JUSSARA,BA
30694,JUSSARI,BA
36730,JUSSIAPE,BA
36757,LAFAIETE COUTINHO,BA
36765,LAGOA REAL,BA
36773,LAJE,BA
36790,LAJEDAO,BA
36811,LAJEDINHO,BA
36820,LAJEDO DO TABOCAL,BA
36838,LAMARAO,BA
39730,LAPAO,BA
36854,LAURO DE FREITAS,BA
36870,LENCOIS,BA
36897,LICINIO DE ALMEIDA,BA
36919,LIVRAMENTO DE NOSSA SENHORA,BA
30007,LUIS EDUARDO MAGALHAES,BA
36935,MACAJUBA,BA
36951,MACARANI,BA
36978,MACAUBAS,BA
36994,MACURURE,BA
39748,MADRE DE DEUS,BA
39756,MAETINGA,BA
37010,MAIQUINIQUE,BA
37036,MAIRI,BA
37052,MALHADA,BA
37079,MALHADA DE PEDRAS,BA
37095,MANOEL VITORINO,BA
39772,MANSIDAO,BA
37117,MARACAS,BA
37133,MARAGOGIPE,BA
37150,MARAU,BA
37176,MARCIONILIO SOUZA,BA
37192,MASCOTE,BA
37214,MATA DE SAO JOAO,BA
37222,MATINA,BA
37230,MEDEIROS NETO,BA
37257,MIGUEL CALMON,BA
37273,MILAGRES,BA
37290,MIRANGABA,BA
37303,MIRANTE,BA
37311,MONTE SANTO,BA
37338,MORPARA,BA
37354,MORRO DO CHAPEU,BA
37370,MORTUGABA,BA
37397,MUCUGE,BA
37419,MUCURI,BA
37427,MULUNGU DO MORRO,BA
37435,MUNDO NOVO,BA
37451,MUNIZ FERREIRA,BA
37460,MUQUEM DO SAO FRANCISCO,BA
37478,MURITIBA,BA
37494,MUTUIPE,BA
37516,NAZARE,BA
37532,NILO PECANHA,BA
39799,NORDESTINA,BA
37559,NOVA CANAA,BA
37567,NOVA FATIMA,BA
39969,NOVA IBIA,BA
37575,NOVA ITARANA,BA
37583,NOVA REDENCAO,BA
37591,NOVA SOURE,BA
37613,NOVA VICOSA,BA
39942,NOVO HORIZONTE,BA
37621,NOVO TRIUNFO,BA
37630,OLINDINA,BA
37656,OLIVEIRA DOS BREJINHOS,BA
37672,OURICANGAS,BA
37680,OUROLANDIA,BA
37699,PALMAS DE MONTE ALTO,BA
37710,PALMEIRAS,BA
37737,PARAMIRIM,BA
37753,PARATINGA,BA
37770,PARIPIRANGA,BA
37796,PAU BRASIL,BA
37818,PAULO AFONSO,BA
39810,PE DE SERRA,BA
37834,PEDRAO,BA
37850,PEDRO ALEXANDRE,BA
37877,PIATA,BA
37893,PILAO ARCADO,BA
37915,PINDAI,BA
37931,PINDOBACU,BA
39837,PINTADAS,BA
37940,PIRAI DO NORTE,BA
37958,PIRIPA,BA
37974,PIRITIBA,BA
37990,PLANALTINO,BA
38016,PLANALTO,BA
38032,POCÕES,BA
38059,POJUCA,BA
38067,PONTO NOVO,BA
38075,PORTO SEGURO,BA
38091,POTIRAGUA,BA
38113,PRADO,BA
38130,PRESIDENTE DUTRA,BA
38156,PRESIDENTE JANIO QUADROS,BA
38164,PRESIDENTE TANCREDO NEVES,BA
38172,QUEIMADAS,BA
38199,QUIJINGUE,BA
39845,QUIXABEIRA,BA
39853,RAFAEL JAMBEIRO,BA
38210,REMANSO,BA
38237,RETIROLANDIA,BA
38253,RIACHAO DAS NEVES,BA
38270,RIACHAO DO JACUIPE,BA
38296,RIACHO DE SANTANA,BA
38318,RIBEIRA DO AMPARO,BA
38334,RIBEIRA DO POMBAL,BA
38342,RIBEIRAO DO LARGO,BA
38350,RIO DE CONTAS,BA
38377,RIO DO ANTONIO,BA
38393,RIO DO PIRES,BA
38415,RIO REAL,BA
38431,RODELAS,BA
38458,RUY BARBOSA,BA
38474,SALINAS DA MARGARIDA,BA
38490,SALVADOR,BA
38512,SANTA BARBARA,BA
38539,SANTA BRIGIDA,BA
38555,SANTA CRUZ CABRALIA,BA
38571,SANTA CRUZ DA VITORIA,BA
38598,SANTA INES,BA
39870,SANTA LUZIA,BA
38636,SANTA MARIA DA VITORIA,BA
35491,SANTA RITA DE CASSIA,BA
38695,SANTA TEREZINHA,BA
38610,SANTALUZ,BA
38652,SANTANA,BA
38679,SANTANOPOLIS,BA
38717,SANTO AMARO,BA
38733,SANTO ANTONIO DE JESUS,BA
38750,SANTO ESTEVAO,BA
38776,SAO DESIDERIO,BA
38806,SAO DOMINGOS,BA
38814,SAO FELIPE,BA
38792,SAO FELIX,BA
38822,SAO FELIX DO CORIBE,BA
38830,SAO FRANCISCO DO CONDE,BA
39896,SAO GABRIEL,BA
38857,SAO GONCALO DOS CAMPOS,BA
39926,SAO JOSE DA VITORIA,BA
38865,SAO JOSE DO JACUIPE,BA
38873,SAO MIGUEL DAS MATAS,BA
38890,SAO SEBASTIAO DO PASSE,BA
38911,SAPEACU,BA
38938,SATIRO DIAS,BA
38946,SAUBARA,BA
38954,SAUDE,BA
38970,SEABRA,BA
38997,SEBASTIAO LARANJEIRAS,BA
39012,SENHOR DO BONFIM,BA
39039,SENTO SE,BA
39047,SERRA DO RAMALHO,BA
39055,SERRA DOURADA,BA
39071,SERRA PRETA,BA
39098,SERRINHA,BA
39110,SERROLANDIA,BA
39136,SIMÕES FILHO,BA
39144,SITIO DO MATO,BA
39900,SITIO DO QUINTO,BA
39985,SOBRADINHO,BA
39152,SOUTO SOARES,BA
39179,TABOCAS DO BREJO VELHO,BA
39195,TANHACU,BA
39918,TANQUE NOVO,BA
39217,TANQUINHO,BA
39233,TAPEROA,BA
39250,TAPIRAMUTA,BA
39934,TEIXEIRA DE FREITAS,BA
39276,TEODORO SAMPAIO,BA
39292,TEOFILANDIA,BA
39314,TEOLANDIA,BA
39330,TERRA NOVA,BA
39357,TREMEDAL,BA
39373,TUCANO,BA
39390,UAUA,BA
39411,UBAIRA,BA
39438,UBAITABA,BA
39454,UBATA,BA
39470,UIBAI,BA
39489,UMBURANAS,BA
39497,UNA,BA
39519,URANDI,BA
39535,URUCUCA,BA
39551,UTINGA,BA
39578,VALENCA,BA
39594,VALENTE,BA
39977,VARZEA DA ROCA,BA
39616,VARZEA DO POCO,BA
39950,VARZEA NOVA,BA
39624,VARZEDO,BA
39632,VERA CRUZ,BA
39640,VEREDA,BA
39659,VITORIA DA CONQUISTA,BA
39675,WAGNER,BA
39993,WANDERLEY,BA
39691,WENCESLAU GUIMARAES,BA
39713,XIQUE-XIQUE,BA
13013,ABAIARA,CE
13145,ACARAPE,CE
13030,ACARAU,CE
13056,ACOPIARA,CE
13072,AIUABA,CE
13099,ALCANTARAS,CE
13110,ALTANEIRA,CE
13137,ALTO SANTO,CE
15873,AMONTADA,CE
13153,ANTONINA DO NORTE,CE
13170,APUIARES,CE
13196,AQUIRAZ,CE
13218,ARACATI,CE
13234,ARACOIABA,CE
13420,ARARENDA,CE
13250,ARARIPE,CE
13277,ARATUBA,CE
13293,ARNEIROZ,CE
13315,ASSARE,CE
13331,AURORA,CE
13358,BAIXIO,CE
13382,BANABUIU,CE
13374,BARBALHA,CE
13129,BARREIRA,CE
13390,BARRO,CE
13404,BARROQUINHA,CE
13412,BATURITE,CE
13439,BEBERIBE,CE
13455,BELA CRUZ,CE
13471,BOA VIAGEM,CE
13498,BREJO SANTO,CE
13510,CAMOCIM,CE
13536,CAMPOS SALES,CE
13552,CANINDE,CE
13579,CAPISTRANO,CE
13595,CARIDADE,CE
13617,CARIRE,CE
13633,CARIRIACU,CE
13650,CARIUS,CE
13676,CARNAUBAL,CE
13692,CASCAVEL,CE
13714,CATARINA,CE
13447,CATUNDA,CE
13730,CAUCAIA,CE
13757,CEDRO,CE
13773,CHAVAL,CE
13463,CHORO,CE
13161,CHOROZINHO,CE
13811,COREAU,CE
13838,CRATEUS,CE
13854,CRATO,CE
15881,CROATA,CE
15890,CRUZ,CE
15989,DEPUTADO IRAPUAN PINHEIRO,CE
13200,ERERE,CE
13226,EUSEBIO,CE
13870,FARIAS BRITO,CE
15911,FORQUILHA,CE
13897,FORTALEZA,CE
13501,FORTIM,CE
13919,FRECHEIRINHA,CE
13935,GENERAL SAMPAIO,CE
13064,GRACA,CE
13951,GRANJA,CE
13978,GRANJEIRO,CE
13994,GROAIRAS,CE
13242,GUAIUBA,CE
14010,GUARACIABA DO NORTE,CE
14036,GUARAMIRANGA,CE
14052,HIDROLANDIA,CE
13188,HORIZONTE,CE
14060,IBARETAMA,CE
14079,IBIAPINA,CE
15920,IBICUITINGA,CE
15938,ICAPUI,CE
14095,ICO,CE
14117,IGUATU,CE
14133,INDEPENDENCIA,CE
13340,IPAPORANGA,CE
14150,IPAUMIRIM,CE
14176,IPU,CE
14192,IPUEIRAS,CE
14214,IRACEMA,CE
14230,IRAUCUBA,CE
14257,ITAICABA,CE
13480,ITAITINGA,CE
14273,ITAPAJE,CE
14290,ITAPIPOCA,CE
14311,ITAPIUNA,CE
15954,ITAREMA,CE
14338,ITATIRA,CE
14354,JAGUARETAMA,CE
14370,JAGUARIBARA,CE
14397,JAGUARIBE,CE
14419,JAGUARUANA,CE
14435,JARDIM,CE
14451,JATI,CE
13005,JIJOCA DE JERICOACOARA,CE
14478,JUAZEIRO DO NORTE,CE
14494,JUCAS,CE
14516,LAVRAS DA MANGABEIRA,CE
14532,LIMOEIRO DO NORTE,CE
13021,MADALENA,CE
15857,MARACANAU,CE
14559,MARANGUAPE,CE
14575,MARCO,CE
14591,MARTINOPOLE,CE
14613,MASSAPE,CE
14630,MAURITI,CE
14656,MERUOCA,CE
14672,MILAGRES,CE
15970,MILHA,CE
14680,MIRAIMA,CE
14699,MISSAO VELHA,CE
14710,MOMBACA,CE
14737,MONSENHOR TABOSA,CE
14753,MORADA NOVA,CE
14770,MORAUJO,CE
14796,MORRINHOS,CE
14818,MUCAMBO,CE
14834,MULUNGU,CE
14850,NOVA OLINDA,CE
14877,NOVA RUSSAS,CE
14893,NOVO ORIENTE,CE
13307,OCARA,CE
14915,OROS,CE
14931,PACAJUS,CE
14958,PACATUBA,CE
14974,PACOTI,CE
14990,PACUJA,CE
15016,PALHANO,CE
15032,PALMACIA,CE
15059,PARACURU,CE
15997,PARAIPABA,CE
15075,PARAMBU,CE
15091,PARAMOTI,CE
15113,PEDRA BRANCA,CE
15130,PENAFORTE,CE
15156,PENTECOSTE,CE
15172,PEREIRO,CE
13285,PINDORETAMA,CE
15199,PIQUET CARNEIRO,CE
13048,PIRES FERREIRA,CE
15210,PORANGA,CE
15237,PORTEIRAS,CE
15253,POTENGI,CE
13269,POTIRETAMA,CE
13102,QUITERIANOPOLIS,CE
15270,QUIXADA,CE
98531,QUIXELO,CE
15296,QUIXERAMOBIM,CE
15318,QUIXERE,CE
15334,REDENCAO,CE
15350,RERIUTABA,CE
15377,RUSSAS,CE
15393,SABOEIRO,CE
15440,SALITRE,CE
15458,SANTA QUITERIA,CE
15415,SANTANA DO ACARAU,CE
15431,SANTANA DO CARIRI,CE
15474,SAO BENEDITO,CE
15490,SAO GONCALO DO AMARANTE,CE
15512,SAO JOAO DO JAGUARIBE,CE
15539,SAO LUIS DO CURU,CE
15555,SENADOR POMPEU,CE
15571,SENADOR SA,CE
15598,SOBRAL,CE
15610,SOLONOPOLE,CE
15636,TABULEIRO DO NORTE,CE
15652,TAMBORIL,CE
13366,TARRAFAS,CE
15679,TAUA,CE
13323,TEJUCUOCA,CE
15695,TIANGUA,CE
15717,TRAIRI,CE
13080,TURURU,CE
15733,UBAJARA,CE
15750,UMARI,CE
98558,UMIRIM,CE
15776,URUBURETAMA,CE
15792,URUOCA,CE
98574,VARJOTA,CE
15814,VARZEA ALEGRE,CE
15830,VICOSA DO CEARA,CE
56014,AFONSO CLAUDIO,ES
56022,AGUA DOCE DO NORTE,ES
57991,AGUIA BRANCA,ES
56030,ALEGRE,ES
56057,ALFREDO CHAVES,ES
56065,ALTO RIO NOVO,ES
56073,ANCHIETA,ES
56090,APIACA,ES
56111,ARACRUZ,ES
56138,ATILIO VIVACQUA,ES
56154,BAIXO GUANDU,ES
56170,BARRA DE SAO FRANCISCO,ES
56197,BOA ESPERANCA,ES
56219,BOM JESUS DO NORTE,ES
56146,BREJETUBA,ES
56235,CACHOEIRO DE ITAPEMIRIM,ES
56251,CARIACICA,ES
56278,CASTELO,ES
56294,COLATINA,ES
56316,CONCEICAO DA BARRA,ES
56332,CONCEICAO DO CASTELO,ES
56359,DIVINO DE SAO LOURENCO,ES
56375,DOMINGOS MARTINS,ES
56391,DORES DO RIO PRETO,ES
56413,ECOPORANGA,ES
56430,FUNDAO,ES
56308,GOVERNADOR LINDENBERG,ES
56456,GUACUI,ES
56472,GUARAPARI,ES
57096,IBATIBA,ES
56499,IBIRACU,ES
56502,IBITIRAMA,ES
56510,ICONHA,ES
56049,IRUPI,ES
56537,ITAGUACU,ES
56553,ITAPEMIRIM,ES
56570,ITARANA,ES
56596,IUNA,ES
57134,JAGUARE,ES
56618,JERONIMO MONTEIRO,ES
56626,JOAO NEIVA,ES
57916,LARANJA DA TERRA,ES
56634,LINHARES,ES
56650,MANTENOPOLIS,ES
56120,MARATAIZES,ES
56103,MARECHAL FLORIANO,ES
57070,MARILANDIA,ES
56677,MIMOSO DO SUL,ES
56693,MONTANHA,ES
56715,MUCURICI,ES
56731,MUNIZ FREIRE,ES
56758,MUQUI,ES
56774,NOVA VENECIA,ES
56790,PANCAS,ES
57150,PEDRO CANARIO,ES
56812,PINHEIROS,ES
56839,PIUMA,ES
56200,PONTO BELO,ES
56855,PRESIDENTE KENNEDY,ES
57118,RIO BANANAL,ES
56871,RIO NOVO DO SUL,ES
56898,SANTA LEOPOLDINA,ES
57932,SANTA MARIA DE JETIBA,ES
56910,SANTA TERESA,ES
56006,SAO DOMINGOS DO NORTE,ES
56936,SAO GABRIEL DA PALHA,ES
56952,SAO JOSE DO CALCADO,ES
56979,SAO MATEUS,ES
56162,SAO ROQUE DO CANAA,ES
56995,SERRA,ES
56189,SOORETAMA,ES
57959,VARGEM ALTA,ES
57975,VENDA NOVA DO IMIGRANTE,ES
57010,VIANA,ES
56081,VILA PAVAO,ES
56227,VILA VALERIO,ES
57037,VILA VELHA,ES
57053,VITORIA,ES
93360,ABADIA DE GOIAS,GO
92010,ABADIANIA,GO
96458,ACREUNA,GO
96911,ADELANDIA,GO
96938,AGUA FRIA DE GOIAS,GO
92037,AGUA LIMPA,GO
93343,AGUAS LINDAS DE GOIAS,GO
92053,ALEXANIA,GO
92096,ALOANDIA,GO
92940,ALTO HORIZONTE,GO
92118,ALTO PARAISO DE GOIAS,GO
92150,ALVORADA DO NORTE,GO
93386,AMARALINA,GO
96610,AMERICANO DO BRASIL,GO
92177,AMORINOPOLIS,GO
92215,ANAPOLIS,GO
92231,ANHANGÜERA,GO
92258,ANICUNS,GO
92274,APARECIDA DE GOIANIA,GO
93009,APARECIDA DO RIO DOCE,GO
92290,APORE,GO
92312,ARACU,GO
92339,ARAGARCAS,GO
92355,ARAGOIANIA,GO
96695,ARAGUAPAZ,GO
96717,ARENOPOLIS,GO
92495,ARUANA,GO
92517,AURILANDIA,GO
92550,AVELINOPOLIS,GO
92614,BALIZA,GO
92630,BARRO ALTO,GO
